geneNames	start	end	chr	entrezgene
ENSG00000222035	AC079354.3	202978349	202981781	2	NA
ENSG00000231903	AC079354.5	203043383	203044114	2	NA
ENSG00000116030	SUMO1	203070903	203103331	2	7341
ENSG00000055044	NOP58	203130439	203168389	2	51602
ENSG00000273456	RP11-686O6.2	203239655	203240327	2	NA
ENSG00000204217	BMPR2	203241659	203432474	2	659
ENSG00000236047	AC073410.1	203385124	203385712	2	NA
ENSG00000138439	FAM117B	203499901	203634480	2	150864
ENSG00000240761	AC098831.4	203638443	203639083	2	NA
ENSG00000163596	ICA1L	203640690	203736708	2	130026
ENSG00000138442	WDR12	203739505	203879521	2	55759
ENSG00000138380	CARF	203776937	203851786	2	79800
ENSG00000144426	NBEAL1	203879602	204091101	2	65065
ENSG00000228513	AC023271.1	203926037	203927126	2	NA
ENSG00000204196	AC011737.2	204055503	204056000	2	NA
ENSG00000119004	CYP20A1	204103663	204163009	2	57404
ENSG00000138443	ABI2	204192942	204312446	2	10152
ENSG00000173166	RAPH1	204259068	204400133	2	65059
ENSG00000178562	CD28	204571198	204603635	2	940
ENSG00000163599	CTLA4	204732509	204738683	2	1493
ENSG00000163600	ICOS	204801471	204826300	2	29851
ENSG00000116117	PARD3B	205410516	206484886	2	117583
ENSG00000118257	NRP2	206546714	206662857	2	8828
ENSG00000225216	AC007362.3	206621193	206628730	2	NA
ENSG00000180672	AC007362.1	206642540	206644433	2	NA
ENSG00000225610	AC007679.3	206854309	206865582	2	NA
ENSG00000114933	INO80D	206858445	206951027	2	54891
ENSG00000023228	NDUFS1	206979541	207024327	2	4719
ENSG00000231955	AC007383.4	206980271	206987047	2	NA
ENSG00000114942	EEF1B2	207024309	207027652	2	1933
ENSG00000183671	GPR1	207040040	207082771	2	2825
ENSG00000204186	ZDBF2	207139387	207179148	2	57683
ENSG00000114948	ADAM23	207308263	207485851	2	8745
ENSG00000235118	AC010731.4	207507142	207514173	2	200726
ENSG00000232125	DYTN	207516345	207583120	2	391475
ENSG00000138400	MDH1B	207602487	207630271	2	130752
ENSG00000118246	FASTKD2	207630081	207657233	2	22868
ENSG00000144410	CPO	207804278	207834198	2	130749
ENSG00000118263	KLF7	207938861	208031991	2	8609
ENSG00000237892	KLF7-IT1	207985608	207986768	2	NA
ENSG00000234902	AC007879.2	208051441	208100790	2	NA
ENSG00000229647	AC007879.7	208104374	208110611	2	NA
ENSG00000223725	AC007879.5	208104588	208394519	2	NA
ENSG00000118260	CREB1	208394461	208468155	2	1385
ENSG00000144401	METTL21A	208445355	208490652	2	151194
ENSG00000224137	AC079767.4	208527099	208531748	2	102724714
ENSG00000163249	CCNYL1	208576264	208626563	2	151195
ENSG00000272851	RP11-801F7.1	208618596	208619159	2	NA
ENSG00000163251	FZD5	208627310	208634287	2	7855
ENSG00000244567	AC096772.6	208686014	208687493	2	NA
ENSG00000178385	PLEKHM3	208693027	208890284	2	389072
ENSG00000225111	AC083900.1	208733306	208734639	2	NA
ENSG00000118231	CRYGD	208986331	208989225	2	1421
ENSG00000163254	CRYGC	208992861	208994554	2	1420
ENSG00000188674	C2orf80	209030067	209054797	2	389073
ENSG00000138413	IDH1	209100951	209130798	2	3417
ENSG00000231908	IDH1-AS1	209119971	209120905	2	100507475
ENSG00000115020	PIKFYVE	209130991	209223475	2	200576
ENSG00000144407	PTH2R	209224438	209719227	2	5746
ENSG00000078018	MAP2	210288782	210598842	2	4133
ENSG00000144406	UNC80	210636717	210864024	2	285175
ENSG00000237194	SNAI1P1	210673528	210674304	2	NA
ENSG00000197713	RPE	210867289	210886300	2	6120
ENSG00000144445	KANSL1L	210886147	211036107	2	151050
ENSG00000272807	RP11-260M2.1	210893141	210893880	2	NA
ENSG00000229127	AC007038.7	210895457	210929080	2	NA
ENSG00000115361	ACADL	211052663	211090215	2	33
ENSG00000168530	MYL1	211154874	211179914	2	4632
ENSG00000234281	AC007970.1	211189483	211333970	2	102724820
ENSG00000115365	LANCL1	211295973	211342376	2	10314
ENSG00000021826	CPS1	211342406	211543831	2	1373
ENSG00000178568	ERBB4	212240446	213403565	2	2066
ENSG00000234308	AC093381.2	213660055	213683986	2	102725079
ENSG00000231254	PCED1CP	213696885	213697669	2	NA
ENSG00000030419	IKZF2	213864429	214017151	2	22807
ENSG00000270659	RP11-105N14.1	214017694	214018383	2	NA
ENSG00000196096	AC079610.2	214141276	214148929	2	100130451
ENSG00000144451	SPAG16	214149113	215275225	2	79582
ENSG00000174453	VWC2L	215275789	215443683	2	402117
ENSG00000138376	BARD1	215590370	215674428	2	580
ENSG00000229267	AC072062.1	215674953	215827998	2	101928103
ENSG00000230076	AC016708.2	215711852	215712169	2	NA
ENSG00000144452	ABCA12	215796266	216003151	2	26154
ENSG00000227769	AC072062.3	215886722	215906980	2	NA
ENSG00000138363	ATIC	216176540	216214487	2	471
ENSG00000115414	FN1	216225163	216300895	2	2335
ENSG00000225166	AC012462.2	216318430	216328594	2	102724849
ENSG00000235770	LINC00607	216476286	216708445	2	646324
ENSG00000230838	AC093850.2	216582766	216584147	2	NA
ENSG00000226276	AC093382.1	216804031	216806442	2	NA
ENSG00000118242	MREG	216809213	216898819	2	55686
ENSG00000115425	PECR	216861052	216947678	2	55825
ENSG00000163449	TMEM169	216946589	216967506	2	92691
ENSG00000079246	XRCC5	216972187	217071026	2	7520
ENSG00000260804	RP11-566E18.3	217081768	217084915	2	150967
ENSG00000144583	MARCH4	217122588	217236750	2	57574
ENSG00000138375	SMARCAL1	217277137	217347776	2	50485
ENSG00000232485	AC098820.3	217343753	217363484	2	100507554
ENSG00000197756	RPL37A	217362912	217443903	2	6168
ENSG00000115457	IGFBP2	217497551	217529159	2	3485
ENSG00000115461	IGFBP5	217536828	217560248	2	3488
ENSG00000236886	AC007563.5	217559187	217858802	2	NA
ENSG00000231597	AC007557.4	217719112	217719855	2	NA
ENSG00000118245	TNP1	217724181	217724787	2	7141
ENSG00000237479	AC007557.2	217731055	217732536	2	105373876
ENSG00000227021	AC007557.3	217732735	217733879	2	NA
ENSG00000236295	AC007563.1	217735164	217738655	2	NA
ENSG00000223874	AC007557.1	217735495	217736362	2	101928327
ENSG00000231672	DIRC3	218148742	218621316	2	729582
ENSG00000231035	RPL7L1P9	218625270	218626014	2	NA
ENSG00000079308	TNS1	218664512	218867718	2	7145
ENSG00000256309	AC009469.1	218664514	218665979	2	NA
ENSG00000223923	AC010136.2	218843430	218857338	2	105373878
ENSG00000188282	RUFY4	218899683	218955304	2	285180
ENSG00000229754	CXCR2P1	218923878	218930452	2	NA
ENSG00000180871	CXCR2	218990012	219001976	2	3579
ENSG00000163464	CXCR1	219027568	219031718	2	3577
ENSG00000163466	ARPC2	219081817	219119079	2	10109
ENSG00000261338	RP11-378A13.1	219120042	219122087	2	NA
ENSG00000179921	GPBAR1	219124219	219128582	2	151306
ENSG00000127837	AAMP	219128850	219134980	2	14
ENSG00000127838	PNKD	219135115	219211516	2	25953
ENSG00000135926	TMBIM1	219138915	219157309	2	64114
ENSG00000158428	C2orf62	219221579	219232822	2	375307
ENSG00000225062	AC021016.6	219231388	219232558	2	101928513
ENSG00000018280	SLC11A1	219246752	219261617	2	6556
ENSG00000144579	CTDSP1	219262979	219270664	2	58190
ENSG00000273361	RP11-378A13.2	219263466	219263942	2	NA
ENSG00000127831	VIL1	219283815	219318018	2	7429
ENSG00000135913	USP37	219314974	219433084	2	57695
ENSG00000144580	RQCD1	219433303	219461803	2	9125
ENSG00000115556	PLCD4	219472488	219501907	2	84812
ENSG00000273466	RP11-548H3.1	219497979	219498737	2	NA
ENSG00000115568	ZNF142	219502639	219524378	2	7701
ENSG00000074582	BCS1L	219523487	219528166	2	617
ENSG00000163481	RNF25	219528587	219537134	2	64320
ENSG00000163482	STK36	219536749	219567439	2	27148
ENSG00000135912	TTLL4	219575568	219620139	2	9654
ENSG00000135929	CYP27A1	219646472	219680016	2	1593
ENSG00000272555	RP11-459I19.1	219683413	219683867	2	NA
ENSG00000115592	PRKAG3	219687106	219696809	2	53632
ENSG00000115596	WNT6	219724544	219738955	2	7475
ENSG00000135925	WNT10A	219745085	219764303	2	80326
ENSG00000235024	AC097468.7	219809351	219826625	2	NA
ENSG00000224928	KRT8P30	219818123	219818772	2	NA
ENSG00000171450	CDK5R2	219824377	219826876	2	8941
ENSG00000236445	LINC00608	219840321	219844382	2	NA
ENSG00000163497	FEV	219845809	219850379	2	54738
ENSG00000163499	CRYBA2	219854911	219858143	2	1412
ENSG00000224090	AC097468.4	219866937	219880443	2	100129175
ENSG00000181378	CCDC108	219867568	219906249	2	255101
ENSG00000163501	IHH	219919142	219925189	2	3549
ENSG00000272644	RP11-33O4.1	219934076	219934531	2	NA
ENSG00000187736	NHEJ1	219940039	220025587	2	79840
ENSG00000213901	SLC23A3	219940051	220035549	2	151295
ENSG00000115649	CNPPD1	220036619	220042828	2	27013
ENSG00000144567	FAM134A	220040947	220050201	2	79137
ENSG00000158552	ZFAND2B	220059959	220074373	2	130617
ENSG00000115657	ABCB6	220074490	220083712	2	10058
ENSG00000198925	ATG9A	220074494	220094439	2	79065
ENSG00000163516	ANKZF1	220094479	220101391	2	55139
ENSG00000163521	GLB1L	220101328	220110200	2	79411
ENSG00000115661	STK16	220110177	220115059	2	8576
ENSG00000127824	TUBA4A	220114433	220142892	2	7277
ENSG00000243910	TUBA4B	220117965	220136910	2	80086
ENSG00000135924	DNAJB2	220143989	220151622	2	3300
ENSG00000054356	PTPRN	220154345	220174370	2	5798
ENSG00000230432	AC114803.3	220163724	220168852	2	NA
ENSG00000182698	RESP18	220192131	220197899	2	389075
ENSG00000123992	DNPEP	220238268	220264744	2	23549
ENSG00000229525	AC053503.4	220253218	220268355	2	105373884
ENSG00000175084	DES	220283099	220291461	2	1674
ENSG00000234638	AC053503.6	220289793	220290906	2	NA
ENSG00000072195	SPEG	220299568	220363009	2	10290
ENSG00000227432	AC053503.11	220346795	220381599	2	NA
ENSG00000268603	RP11-316O14.1	220362333	220362968	2	NA
ENSG00000144591	GMPPA	220363589	220371710	2	29926
ENSG00000072182	ASIC4	220378892	220403494	2	55515
ENSG00000123989	CHPF	220403669	220408509	2	79586
ENSG00000188760	TMEM198	220408385	220415317	2	130612
ENSG00000268896	RP11-256I23.1	220411933	220412380	2	NA
ENSG00000124006	OBSL1	220415451	220436581	2	23363
ENSG00000269068	RP11-256I23.2	220423805	220424348	2	NA
ENSG00000123999	INHA	220433884	220440435	2	3623
ENSG00000144589	STK11IP	220462582	220481173	2	114790
ENSG00000114923	SLC4A3	220492049	220506702	2	6508
ENSG00000267919	RP11-256I23.3	220509812	220510353	2	NA
ENSG00000228909	AC008281.1	220768772	220769610	2	105373889
ENSG00000236451	AC067956.1	221315400	221569286	2	NA
ENSG00000116106	EPHA4	222282747	222438922	2	2043
ENSG00000272944	CTD-2308L22.1	222437226	222439174	2	NA
ENSG00000233868	AC009302.2	222808942	222809331	2	NA
ENSG00000226666	HSPA9P1	222826456	222828484	2	NA
ENSG00000135903	PAX3	223064607	223163715	2	5077
ENSG00000267034	RP11-384O8.1	223181961	223183372	2	NA
ENSG00000237732	AC010980.2	223182994	223217708	2	440934
ENSG00000163082	SGPP2	223289236	223425667	2	130367
ENSG00000261428	RP11-16P6.1	223431624	223434438	2	NA
ENSG00000116120	FARSB	223435255	223521056	2	10056
ENSG00000124003	MOGAT1	223536505	223574649	2	116255
ENSG00000123983	ACSL3	223725652	223809357	2	2181
ENSG00000152049	KCNE4	223916532	224063117	2	23704
ENSG00000171951	SCG2	224461658	224467221	2	7857
ENSG00000152056	AP1S3	224616403	224702744	2	130340
ENSG00000085449	WDFY1	224720433	224810104	2	57590
ENSG00000135900	MRPL44	224822121	224832431	2	65080
ENSG00000228802	AC073641.2	224830418	224832423	2	NA
ENSG00000135919	SERPINE2	224839829	224904036	2	5270
ENSG00000124019	FAM124B	225243415	225266802	2	79843
ENSG00000036257	CUL3	225334867	225450110	2	8452
ENSG00000228446	AC073052.1	225364104	225364817	2	NA
ENSG00000135905	DOCK10	225629807	225907162	2	55619
ENSG00000144460	NYAP2	226265364	226518734	2	57624
ENSG00000273301	RP11-314B1.2	226563230	226568370	2	NA
ENSG00000235070	AC068138.1	227044760	227050087	2	NA
ENSG00000169047	IRS1	227596033	227664475	2	3667
ENSG00000272622	RP11-395N3.2	227664862	227675745	2	NA
ENSG00000261379	RP11-395N3.1	227668752	227669777	2	NA
ENSG00000144468	RHBDD1	227700297	227863931	2	84236
ENSG00000081052	COL4A4	227867427	228028829	2	1286
ENSG00000169031	COL4A3	228029281	228179508	2	1285
ENSG00000236432	AC097662.2	228085768	228189917	2	654841
ENSG00000168958	MFF	228189867	228222550	2	56947
ENSG00000168955	TM4SF20	228226872	228246711	2	79853
ENSG00000173744	AGFG1	228336868	228425930	2	3267
ENSG00000042304	C2orf83	228474806	228498036	2	56918
ENSG00000236116	AC064853.2	228481714	228482506	2	NA
ENSG00000135917	SLC19A3	228549926	228582728	2	80704
ENSG00000115009	CCL20	228678558	228682272	2	6364
ENSG00000123977	DAW1	228735770	228789060	2	164781
ENSG00000153820	SPHKAP	228844666	229046361	2	80309
ENSG00000232023	AC009410.1	229347977	229476111	2	NA
ENSG00000153823	PID1	229715242	230136001	2	55022
ENSG00000187957	DNER	230222345	230579274	2	92737
ENSG00000153827	TRIP12	230628554	230787955	2	9320
ENSG00000153832	FBXO36	230787018	230877825	2	130888
ENSG00000163053	SLC16A14	230899698	230933715	2	151473
ENSG00000225963	AC009950.2	230990026	231038939	2	NA
ENSG00000135899	SP110	231032009	231090444	2	3431
ENSG00000079263	SP140	231067826	231223762	2	11262
ENSG00000185404	SP140L	231191899	231268447	2	93349
ENSG00000067066	SP100	231280657	231408805	2	6672
ENSG00000243650	RN7SL834P	231371816	231372099	2	NA
ENSG00000250011	HMGB1P3	231379738	231380353	2	NA
ENSG00000235419	AC010149.4	231385309	231444721	2	NA
ENSG00000183022	TPM3P8	231437882	231438524	2	NA
ENSG00000226125	AC098823.3	231555636	231565244	2	151475
ENSG00000135932	CAB39	231577560	231685790	2	51719
ENSG00000237758	BANF1P3	231589858	231590118	2	NA
ENSG00000135916	ITM2C	231729354	231743963	2	81618
ENSG00000232520	AC012507.3	231751215	231761806	2	151484
ENSG00000135898	GPR55	231772033	231825781	2	9290
ENSG00000230385	AC012507.4	231773567	231774817	2	NA
ENSG00000235013	COX20P2	231822308	231822665	2	NA
ENSG00000238062	AC105344.2	231849083	231860747	2	348761
ENSG00000173699	SPATA3	231860836	231889770	2	130560
ENSG00000204128	C2orf72	231902205	231914434	2	257407
ENSG00000261829	RP11-223I10.1	231916755	231917352	2	NA
ENSG00000173692	PSMD1	231921578	232037541	2	5707
ENSG00000135914	HTR2B	231972944	231989832	2	3357
ENSG00000135931	ARMC9	232063260	232239548	2	80210
ENSG00000237039	AC018738.2	232120810	232121019	2	NA
ENSG00000224376	AC017104.6	232253687	232259702	2	NA
ENSG00000156966	B3GNT7	232260254	232265875	2	93010
ENSG00000115053	NCL	232318242	232348352	2	4691
ENSG00000181798	LINC00471	232373137	232379050	2	151477
ENSG00000171596	NMUR1	232387871	232395206	2	10316
ENSG00000228884	AC104634.2	232450575	232451038	2	NA
ENSG00000177673	C2orf57	232457575	232458994	2	165100
ENSG00000187514	PTMA	232571605	232578251	2	5757
ENSG00000156973	PDE6D	232597135	232650982	2	5147
ENSG00000144524	COPS7B	232646381	232673963	2	64708
ENSG00000237641	RP11-690I21.1	232654191	232654597	2	NA
ENSG00000163273	NPPC	232786530	232791113	2	4880
ENSG00000144535	DIS3L2	232825955	233209060	2	129563
ENSG00000251485	AC068134.10	233207826	233208613	2	NA
ENSG00000163283	ALPP	233243244	233247599	2	250
ENSG00000224516	AC068134.8	233244345	233246384	2	NA
ENSG00000244280	ECEL1P2	233250460	233252167	2	347694
ENSG00000163286	ALPPL2	233271553	233275424	2	251
ENSG00000163295	ALPI	233320833	233324742	2	248
ENSG00000171551	ECEL1	233344537	233352538	2	9427
ENSG00000237412	PRSS56	233385173	233390422	2	646960
ENSG00000135902	CHRND	233390703	233401377	2	1144
ENSG00000196811	CHRNG	233404437	233411113	2	1146
ENSG00000135930	EIF4E2	233414762	233448354	2	9470
ENSG00000237126	AC073254.1	233445658	233476681	2	NA
ENSG00000115468	EFHD1	233470767	233547491	2	80303
ENSG00000204120	GIGYF2	233562009	233725285	2	26058
ENSG00000213055	AC064852.5	233594233	233594908	2	NA
ENSG00000241409	AC064852.4	233624856	233632659	2	NA
ENSG00000182600	C2orf82	233721980	233743418	2	389084
ENSG00000066248	NGEF	233743396	233877982	2	25791
ENSG00000222001	AC106876.2	233877324	233880595	2	101928881
ENSG00000115488	NEU2	233897382	233899767	2	4759
ENSG00000168918	INPP5D	233924677	234116549	2	3635
ENSG00000085978	ATG16L1	234118697	234204320	2	55054
ENSG00000130561	SAG	234216462	234255701	2	6295
ENSG00000259793	RP11-400N9.1	234259778	234262062	2	NA
ENSG00000077044	DGKD	234263153	234380750	2	8527
ENSG00000243637	AC019221.4	234263220	234301045	2	NA
ENSG00000085982	USP40	234384166	234475428	2	55230
ENSG00000241635	UGT1A1	234526291	234681956	2	54658
ENSG00000242515	UGT1A10	234545100	234681951	2	54575
ENSG00000244122	UGT1A7	234590584	234681945	2	54577
ENSG00000167165	UGT1A6	234600253	234681946	2	54578
ENSG00000224814	AC114812.8	234602080	234617345	2	NA
ENSG00000244474	UGT1A4	234627424	234681945	2	54657
ENSG00000227802	DNAJB3	234651396	234652661	2	414061
ENSG00000228445	UGT1A2P	234655860	234656725	2	NA
ENSG00000178836	AC114812.5	234662951	234663991	2	100286922
ENSG00000185038	MROH2A	234684370	234742069	2	339766
ENSG00000123485	HJURP	234742062	234763212	2	55355
ENSG00000224287	MSL3P1	234774083	234777090	2	151507
ENSG00000144481	TRPM8	234826043	234928166	2	79054
ENSG00000237581	AC005538.5	234854790	234864079	2	NA
ENSG00000072080	SPP2	234959323	234985778	2	6694
ENSG00000228162	AC097713.3	235346972	235370771	2	NA
ENSG00000188042	ARL4C	235401685	235405697	2	10123
ENSG00000130147	SH3BP4	235860617	235964358	2	23677
ENSG00000235293	AC114814.3	236086540	236087549	2	NA
ENSG00000157985	AGAP1	236402733	237040444	2	116987
ENSG00000235529	AGAP1-IT1	236414395	236416210	2	100506749
ENSG00000222007	AC064874.1	236682499	236692031	2	NA
ENSG00000168505	GBX2	237073879	237077012	2	2637
ENSG00000182177	ASB18	237102095	237173052	2	401036
ENSG00000132321	IQCA1	237232794	237416185	2	79781
ENSG00000270540	RP11-785G17.1	237276203	237277745	2	NA
ENSG00000144476	ACKR3	237476430	237491001	2	57007
ENSG00000232328	AC011286.1	237642025	237663006	2	NA
ENSG00000227252	AC105760.2	237968077	237994460	2	NA
ENSG00000198612	COPS8	237993955	238009109	2	10920
ENSG00000224132	AC112715.2	238165734	238166319	2	NA
ENSG00000163359	COL6A3	238232646	238323018	2	1293
ENSG00000222032	AC112721.2	238337563	238343465	2	NA
ENSG00000115648	MLPH	238394071	238463961	2	79083
ENSG00000124839	RAB17	238482965	238510257	2	64284
ENSG00000234949	AC104667.3	238499663	238504624	2	105373958
ENSG00000227107	AC096574.5	238521620	238535168	2	NA
ENSG00000124831	LRRFIP1	238536219	238722325	2	9208
ENSG00000177483	RBM44	238707032	238751451	2	375316
ENSG00000132329	RAMP1	238767536	238820756	2	10267
ENSG00000184182	UBE2F	238875469	238951236	2	140739
ENSG00000132330	SCLY	238969530	239008054	2	51540
ENSG00000144488	ESPNL	239008798	239041928	2	339768
ENSG00000168427	KLHL30	239047363	239061588	2	377007
ENSG00000178752	FAM132B	239067623	239077541	2	151176
ENSG00000132323	ILKAP	239079042	239112370	2	80895
ENSG00000186235	AC016757.3	239133193	239140318	2	151174
ENSG00000225057	AC096574.4	239140325	239164274	2	NA
ENSG00000144485	HES6	239146908	239149303	2	55502
ENSG00000132326	PER2	239152679	239198743	2	8864
ENSG00000232306	AC012485.2	239207351	239209261	2	NA
ENSG00000204104	TRAF3IP1	239229082	239309541	2	26146
ENSG00000065802	ASB1	239335383	239360891	2	51665
ENSG00000225493	AC092619.1	239419331	239463695	2	151171
ENSG00000234279	AC113618.1	239628965	239649421	2	NA
ENSG00000226992	AC144525.1	239697289	239698357	2	NA
ENSG00000233608	TWIST2	239756673	239795893	2	117581
ENSG00000227744	AC114788.2	239840998	239847965	2	401039
ENSG00000260506	RP11-648F7.1	239928722	239931139	2	NA
ENSG00000068024	HDAC4	239969864	240323348	2	9759
ENSG00000222020	AC062017.1	240323130	240324058	2	101928111
ENSG00000259889	RP11-315F22.1	240656650	240657232	2	NA
ENSG00000130414	NDUFA10	240831867	240964819	2	4705
ENSG00000182083	OR6B2	240968841	240969906	2	389090
ENSG00000178586	OR6B3	240984494	240985489	2	150681
ENSG00000172428	MYEOV2	241065980	241076224	2	150678
ENSG00000178602	OTOS	241078446	241083979	2	150677
ENSG00000063660	GPC1	241375088	241407493	2	2817
ENSG00000218416	AC110619.2	241388732	241396131	2	100130449
ENSG00000255735	AC110619.1	241390181	241391848	2	NA
ENSG00000144504	ANKMY1	241418839	241508626	2	51281
ENSG00000188542	DUSP28	241499471	241503431	2	285193
ENSG00000142327	RNPEPL1	241505221	241520789	2	57140
ENSG00000260942	CAPN10-AS1	241522117	241526116	2	101752400
ENSG00000142330	CAPN10	241526133	241557122	2	11132
ENSG00000178623	GPR35	241544848	241570676	2	2859
ENSG00000185176	AQP12B	241615835	241622323	2	653437
ENSG00000219159	AC011298.2	241625751	241629831	2	NA
ENSG00000184945	AQP12A	241631262	241637900	2	375318
ENSG00000130294	KIF1A	241653181	241759725	2	547
ENSG00000172482	AGXT	241807896	241819919	2	189
ENSG00000172478	C2orf54	241825465	241836306	2	79919
ENSG00000226321	AC104809.3	241858202	241932728	2	728763
ENSG00000233392	AC104809.4	241894034	241906868	2	200772
